image_id,path,label,generator,original_filename,exact_sha256,phash,dhash,filename_imagenet_synset,filename_leading_index,filename_parse_note
pilot_002729,data/raw/tiny-genimage/images/Wukong/183_wukong_image168.png,1,Wukong,183_wukong_image168.png,d7e9de0229b8a48223f7b005ea3b1258f3b78fed76a7e06d206953514940b82a,e59c5061371c9f9c,968532666eca9e10,,183,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002730,data/raw/tiny-genimage/images/Real/n01833805_7637.JPEG,0,Real,n01833805_7637.JPEG,f6b6fbaed6d9f2de23e9cb3243addfd1d8dd9bb1195faf3441af3e755a84aadf,c2d89bd81e87f033,3808c2e48280c04a,n01833805,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002731,data/raw/tiny-genimage/images/ADM/186_adm_130.PNG,1,ADM,186_adm_130.PNG,60216fb16a08a7438b68f2a0dfba1eda10fda21e5c041e8e74f5f7015227c04f,d103de0c2bf82db3,b2c8989b9ab2b0c8,,186,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002732,data/raw/tiny-genimage/images/Real/n01829413_1724.JPEG,0,Real,n01829413_1724.JPEG,1d3186d600f26e1701e5624f3e505d6c34e9ccad09167c54eeb2987eb26ab95b,99c51e6694697699,f0d0d2d292bb3939,n01829413,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002733,data/raw/tiny-genimage/images/BigGAN/104_biggan_00036.png,1,BigGAN,104_biggan_00036.png,aa9d511d42f013b2d568f7ea28e3a6c27a49e267dfd0ca33b52dd81268406f3c,b4c64c3ad927ea19,06a4c65c94ad2e16,,104,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002734,data/raw/tiny-genimage/images/Real/n01910747_2705.JPEG,0,Real,n01910747_2705.JPEG,953c175eae28eeb8184432057c6946b3ed44264f7323a8c038127d3ca3c257c8,9276ed0a55dd2274,dcdc5c78f5e9f1f6,n01910747,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002735,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_102_glide_00034.png,1,GLIDE,GLIDE_1000_200_01_102_glide_00034.png,3b1827c72f910e982535cd3c16529b83662ba78d8baf90e632db3a9b472e9998,844b5b34cec93766,c0d4e0f2868ed2f0,,,No extra filename token parsed.
pilot_002736,data/raw/tiny-genimage/images/Real/n01873310_13855.JPEG,0,Real,n01873310_13855.JPEG,05044d30088b8e25a9bf48106ee8a72affa703943cc070ee83dc2c845324c873,c7b1b1cf4738188d,9aca9ac4626909c8,n01873310,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002737,data/raw/tiny-genimage/images/Midjourney/176_midjourney_50.png,1,Midjourney,176_midjourney_50.png,23281e6637c63009f9d59526c344180fdcba289a640a7378db4d40ac199747fc,de9b611ec86927c8,10301830f56426c6,,176,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002738,data/raw/tiny-genimage/images/Real/n01829413_2578.JPEG,0,Real,n01829413_2578.JPEG,06dd82150bf987bd4699e9d1bb2f1459bdc65e0ab9b56fa06d74c7d16970e66b,9a6d0dd46623db91,e1f2db491c3cf818,n01829413,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002739,data/raw/tiny-genimage/images/SD15/092_sdv5_00098.png,1,SD15,092_sdv5_00098.png,5104d16c981d193b1bee761ba20448cbaddf08ca5fb02170f118146c9bb0f125,f29bec6c65986464,0b09ddd88c8dad84,,92,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002740,data/raw/tiny-genimage/images/Real/n01806567_2495.JPEG,0,Real,n01806567_2495.JPEG,81a477dff5726e6f8253017fe6c9b48b04b65389844cf2c91f70d38220133985,d52ab6d2a96705a5,09a9b213d2c84c46,n01806567,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002741,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_108_vqdm_00008.png,1,VQDM,VQDM_1000_200_01_108_vqdm_00008.png,3f7ca0161443c7c9b2742423d5622ca3c1f81f09c019d91bb606213a6309bc12,928a6d6e343d6476,f3f9f8dcfcfc3353,,,No extra filename token parsed.
pilot_002742,data/raw/tiny-genimage/images/Real/n01847000_6496.JPEG,0,Real,n01847000_6496.JPEG,08f2d679464751037469415f030bd139af4cff44b6c15e81cab2a857214f1eac,e1dd4893b69431ec,93b3136cebcb8387,n01847000,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002743,data/raw/tiny-genimage/images/Wukong/184_wukong_image11.png,1,Wukong,184_wukong_image11.png,91a096562c097c9877e7e0a02b56cee5641793cd778ddb6608a90ab6e3fbe1be,e22b99b4f4f16162,1ff9cb4fe5a71312,,184,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002744,data/raw/tiny-genimage/images/Real/n01843065_10651.JPEG,0,Real,n01843065_10651.JPEG,50886bdd03fdaec6c6b4fbd64720970109d906b484129d4e581fefe7256a30dc,b04f4b54a543b7a9,e3a39f9e9e8c999f,n01843065,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002745,data/raw/tiny-genimage/images/ADM/186_adm_141.PNG,1,ADM,186_adm_141.PNG,f6902b2ae6c6aafd170f1fc1e1aa356163d42aa9cc760d28c19b31e501cd9b65,b660cb26c41b939f,86071c04262e3e70,,186,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002746,data/raw/tiny-genimage/images/Real/n01833805_1155.JPEG,0,Real,n01833805_1155.JPEG,86cc1f095666f81e503301bc072972812457bdf16414f19a3df6ec8a4d1226e9,86e43381e838ff33,cee62ea7e378786c,n01833805,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002747,data/raw/tiny-genimage/images/BigGAN/104_biggan_00149.png,1,BigGAN,104_biggan_00149.png,244c9e6702b9afb647385915ba37e7db81c10f07d494e4a6575d423eaaa17ba8,a12dcff1b18e1a70,4766aed79e9db29a,,104,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002748,data/raw/tiny-genimage/images/Real/n01910747_3389.JPEG,0,Real,n01910747_3389.JPEG,89906f714910eeb063a2ffeb11c80f992b0c853c68a780f89ce5691bdf721ff6,90cc6e91353796ce,b8f064dcb89899a6,n01910747,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002749,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_102_glide_00069.png,1,GLIDE,GLIDE_1000_200_01_102_glide_00069.png,26c3e76a336c16a69ab66cdd2fa2c891ef90a449274003815b3943d8c3b674ed,aab5d57ac0c82bc5,9c1f57030d0f2dd6,,,No extra filename token parsed.
pilot_002750,data/raw/tiny-genimage/images/Real/n01873310_4214.JPEG,0,Real,n01873310_4214.JPEG,1235d47535e2bba184779049e3d4c1c6b7b0a5c8ab9230152124e61043892359,8383e18fc73e1a8d,cbdbffcfe3fdcf88,n01873310,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002751,data/raw/tiny-genimage/images/Midjourney/177_midjourney_1.png,1,Midjourney,177_midjourney_1.png,db35352381aa212ac4417afd9fbc9df6d0bd224a002b92930d16afac89c17387,9274ad7bc90f3225,138c4ce0d8993b72,,177,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002752,data/raw/tiny-genimage/images/Real/n01843065_1730.JPEG,0,Real,n01843065_1730.JPEG,e04fd491688ba11590b6df61a640eec244629da7ac0f550fc4868245491022c3,e3af535869e50698,43494f4707a580cd,n01843065,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002753,data/raw/tiny-genimage/images/SD15/093_sdv5_00049.png,1,SD15,093_sdv5_00049.png,091fd7645ff9ed2f6883b7574336b78cdc85c12011527bea4eb3c62a085aa65e,a4df9879de3088d1,3375c7e6c99794f6,,93,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002754,data/raw/tiny-genimage/images/Real/n01806567_2780.JPEG,0,Real,n01806567_2780.JPEG,573da3018bc9fb78f7f49bec88d9b0b36bfcc450825c491a45d8e3a86c863487,c0215af86cde9f0b,90c2f0c4c208c060,n01806567,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002755,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_108_vqdm_00140.png,1,VQDM,VQDM_1000_200_01_108_vqdm_00140.png,61aeab49ac389a5b160f90c59b76c138b4d4d52d3923935ead02da8c44ff16dc,d0c42e4bb7379385,e0b080cca8b06004,,,No extra filename token parsed.
pilot_002756,data/raw/tiny-genimage/images/Real/n01855032_3014.JPEG,0,Real,n01855032_3014.JPEG,dc201fdefe2293248229ee7bcc872cb473c8846cde094cfe41872a943f2c5c3b,b689e9e21167b2b8,c3713c6c2c2d2c2c,n01855032,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002757,data/raw/tiny-genimage/images/Wukong/184_wukong_image12.png,1,Wukong,184_wukong_image12.png,5b6237c4e843f8d4220ff77804281f9d9109d9557240ab81da7a406baa9cbae6,bce5c2987b16701e,50e2060e3a967030,,184,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002758,data/raw/tiny-genimage/images/Real/n01843065_4914.JPEG,0,Real,n01843065_4914.JPEG,6bb0a9153c6c146fcdcc212f213e93b9697955cf856ce921d651ca0891a2cf7d,fb3b48eca354c08e,1b5979494f002589,n01843065,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002759,data/raw/tiny-genimage/images/ADM/187_adm_106.PNG,1,ADM,187_adm_106.PNG,04ac7fb5dc5e3760700e66c28fff49e330b5eccee49b6a8a8bec8895c089fa39,e9c2ce3cc03fc239,cbcbcf079f0f3f1f,,187,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002760,data/raw/tiny-genimage/images/Real/n01833805_2284.JPEG,0,Real,n01833805_2284.JPEG,02b3b082c51ce5fdd2988d33cc04b281469cc0626ae8cf10dfbf773ef2ff14bc,f52c199486d7c3e1,ec328eec4c0c1808,n01833805,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002761,data/raw/tiny-genimage/images/BigGAN/106_biggan_00076.png,1,BigGAN,106_biggan_00076.png,786e8eb6643c8e3d66431fa9cc2e043f5d8d82eb024042523131b80c74bf0677,d2e120ebabc265ce,4f0c8c08680825e9,,106,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002762,data/raw/tiny-genimage/images/Real/n01914609_11380.JPEG,0,Real,n01914609_11380.JPEG,dc5d443b17137c9470b4a5ddae7cc6ae027b4f8eca3f3a850f4aa815435de2cc,ce80333b7e2e0cf8,c0c0e02121312123,n01914609,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002763,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_102_glide_00118.png,1,GLIDE,GLIDE_1000_200_01_102_glide_00118.png,cb050b86542236d10404cb71468e44f1bfbce88ebbb4a080aaf73e089a440c0c,b31fe0318e61b8ce,d66a773b7f9e8f81,,,No extra filename token parsed.
pilot_002764,data/raw/tiny-genimage/images/Real/n01873310_620.JPEG,0,Real,n01873310_620.JPEG,96eeafd2a2a3add29d466a67d577d4065a22668037c3bd1696f7d7ded30e0e3b,e7361a4bc1f8bd80,4d6d0446c66b4d3a,n01873310,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002765,data/raw/tiny-genimage/images/Midjourney/177_midjourney_75.png,1,Midjourney,177_midjourney_75.png,e12651e4a21347c1e26446acb789dbe11d137bb3a111fad542bbd8dba4103db5,fc525331612dcc73,098c641616261757,,177,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002766,data/raw/tiny-genimage/images/Real/n01843065_4780.JPEG,0,Real,n01843065_4780.JPEG,05a18b9bfb6e4385f70d498b420dc57dc575404502fb25d1139c73ee268a6760,b1268ec87a9b837a,ec6e4c1c9a9aba3b,n01843065,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002767,data/raw/tiny-genimage/images/SD15/093_sdv5_00104.png,1,SD15,093_sdv5_00104.png,a4f7db7244e32fa307578d07d29b616f878a1cc601d0ed0ce4e4f9c0d3b517d0,e5f132cc6c1ac969,86ca9a7622e2fbcb,,93,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002768,data/raw/tiny-genimage/images/Real/n01806567_5019.JPEG,0,Real,n01806567_5019.JPEG,d568ac9b9b1fd39f6188709afde1b543cf8e6a9f91a2aab9e4f16f86631a39a7,80671b9a69f34d8e,f0e8c28bf3d498f0,n01806567,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002769,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_110_vqdm_00048.png,1,VQDM,VQDM_1000_200_01_110_vqdm_00048.png,b479b4cf0fc54d8e146ff7b1bfe3ee553dfef9102848e72bff3d9461fe61f6ba,80b5df47a390b2cd,ff3cbc9ec3c5f261,,,No extra filename token parsed.
pilot_002770,data/raw/tiny-genimage/images/Real/n01855032_7181.JPEG,0,Real,n01855032_7181.JPEG,dc7d08de32a1ea6e63179091c46af03e80d477c3a5827fa558f828388d5f65df,fd4d463838c6c339,37b6c24616492c20,n01855032,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002771,data/raw/tiny-genimage/images/Wukong/184_wukong_image169.png,1,Wukong,184_wukong_image169.png,35c27a976957bf725bd1cac700030cc9d64d471cad8159b5bf5323485cf27eea,919d3373465c3963,1c8ad2644898004f,,184,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002772,data/raw/tiny-genimage/images/Real/n01843383_11239.JPEG,0,Real,n01843383_11239.JPEG,71fa0c650da92dd4dcc7152923fc0e3ed7a7093071e754afd9eea4a4dc8c1b11,ebb695daa124164b,7578661753e19313,n01843383,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002773,data/raw/tiny-genimage/images/ADM/188_adm_146.PNG,1,ADM,188_adm_146.PNG,6d96709d54edcc9df51f6fdd215657feb81ccaf9dea42643219a7e44720ca51f,c9263e7c23494ec7,2d3cd3d292b29112,,188,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002774,data/raw/tiny-genimage/images/Real/n01833805_230.JPEG,0,Real,n01833805_230.JPEG,0ce8564a77884ca06698db5b30a4691c70cac2ca4949462a5ba4d81a084ccc70,e9cf9715ac928389,6273432333d79da7,n01833805,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002775,data/raw/tiny-genimage/images/BigGAN/106_biggan_00177.png,1,BigGAN,106_biggan_00177.png,5d61909b94bdc7b97e0522efe56c05c45bcfdd58ed5c9c8408973bc2066cb787,b1f1cfc56e463111,b69b9a1c989f7c74,,106,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002776,data/raw/tiny-genimage/images/Real/n01914609_14068.JPEG,0,Real,n01914609_14068.JPEG,7f8b5111e011f8d13a85f87fe25443b6e781bc681701264d6d5cac42b0cafc05,c2b62df82463326f,4df8ccccc4c9d2e2,n01914609,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002777,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_102_glide_00134.png,1,GLIDE,GLIDE_1000_200_01_102_glide_00134.png,40a4e12d4e3256f8c11a73cac5a4a1b177c7b3e6af1bcfcc1c5d52faf0abba9c,e2c2cf2d3d70702b,6be1898d07a74b51,,,No extra filename token parsed.
pilot_002778,data/raw/tiny-genimage/images/Real/n01877812_9454.JPEG,0,Real,n01877812_9454.JPEG,68c4a735bb23a449569ae533e60e7cbf7f0ffa6526144b622b1e5d8f86e58886,e1b49ec6334965c9,683e96970bc7d1d9,n01877812,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002779,data/raw/tiny-genimage/images/Midjourney/179_midjourney_147.png,1,Midjourney,179_midjourney_147.png,b640f17e71b8e32cf492e71b8bca37b21517881e1e616ae242eb4b8765b98f98,bf0685f266c598d4,6e3431233b1b5a52,,179,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002780,data/raw/tiny-genimage/images/Real/n01843065_7799.JPEG,0,Real,n01843065_7799.JPEG,444602a98e733b9c5a2c7e064a22cee589f3c514626a3bd941795eb8318f7744,e62f2a1b561073a7,ed674e6c488bcbc9,n01843065,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002781,data/raw/tiny-genimage/images/SD15/093_sdv5_00161.png,1,SD15,093_sdv5_00161.png,2119ce5aabb8ec1d70baf24bd809cc2afd683a8303549201e8cfb572f1e6742c,8a95ad5b3675ac12,54d9e464e99153b3,,93,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002782,data/raw/tiny-genimage/images/Real/n01807496_10814.JPEG,0,Real,n01807496_10814.JPEG,5f78dee0901eef94b43e30255164b9ce155fc491cb64111dc9814de99fb5dd14,8a2a78679a7ca51b,55d1d5e5c9ceb1b1,n01807496,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002783,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_110_vqdm_00178.png,1,VQDM,VQDM_1000_200_01_110_vqdm_00178.png,f0e9872110b69e2733f9b070d57aa537e8db5afda34c0e140efa9c84c11718b2,c4bd8e62b4b6d838,b663f89e86c161e2,,,No extra filename token parsed.
pilot_002784,data/raw/tiny-genimage/images/Real/n01855672_2055.JPEG,0,Real,n01855672_2055.JPEG,d752681f11d67389211e70456cc7c11a6cb0af8c66ef6553bf96ab75db4c65c0,a0ffdb023432c379,ccf3d29686c6a8f2,n01855672,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002785,data/raw/tiny-genimage/images/Wukong/185_wukong_image148.png,1,Wukong,185_wukong_image148.png,f0ff10b9879c40487f00fa3e852c50236dd858f820affa993f56ea25b466874c,b724ccdb32242cdb,814236cc492b1713,,185,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002786,data/raw/tiny-genimage/images/Real/n01843383_7217.JPEG,0,Real,n01843383_7217.JPEG,454c9df471e80d66744bffb21f01eb153a550fb3f9843ee59d305768cec5d11f,aff838c3e124da8a,1d39294e49696e4f,n01843383,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002787,data/raw/tiny-genimage/images/ADM/189_adm_125.PNG,1,ADM,189_adm_125.PNG,b6575a9a8889451da2bb635e2e900cbdad2354b8d2b52e181e90113200e3fd1b,b81acb2b6e406d67,99399c142e1f9d88,,189,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002788,data/raw/tiny-genimage/images/Real/n01833805_3958.JPEG,0,Real,n01833805_3958.JPEG,32d075e908a35d1d9359a871162572d2713062dc76b1f9688dea5eaacf1dbaa8,f40fb14aed6619a1,13391a2626a98d0e,n01833805,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002789,data/raw/tiny-genimage/images/BigGAN/107_biggan_00008.png,1,BigGAN,107_biggan_00008.png,dc0418acc386ed79177587872d04bb09988d6628d72e00818f31659acb1cb631,95ca5ab54bd2a549,3030f0f8e6c6eed0,,107,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002790,data/raw/tiny-genimage/images/Real/n01914609_1649.JPEG,0,Real,n01914609_1649.JPEG,3e4f135660f6ef13da9807f52d1d91780b13482b71c18de374368c20708a14e0,b47c48e5b59292e9,ae379c9c8eeecdde,n01914609,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002791,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_102_glide_00177.png,1,GLIDE,GLIDE_1000_200_01_102_glide_00177.png,fba06cecfb9243497f164d957541917a26c38e0b81b4cc46b24d3fc23250aaa3,aa94d80fd66f207a,f8fc9f0f0f9f33b9,,,No extra filename token parsed.
pilot_002792,data/raw/tiny-genimage/images/Real/n01883070_1006.JPEG,0,Real,n01883070_1006.JPEG,f0ba23cd1128f82105903635bd4d3b308d9a5ae61324f9391b181834bd44add2,8b5ff0674e5c9141,443af161e75eb0b1,n01883070,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002793,data/raw/tiny-genimage/images/Midjourney/179_midjourney_193.png,1,Midjourney,179_midjourney_193.png,4800d9750226a408fbe08ed9e1ea76a7011f57437bba354d0f2a4ab12a81699a,fa2795d263c039b1,4c3133070939353c,,179,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002794,data/raw/tiny-genimage/images/Real/n01843383_2571.JPEG,0,Real,n01843383_2571.JPEG,b0bd1b6d771e8f56e7a45967f563f91d19db56100f07b3d4a96206ae60b6136c,a45173ae5a91e636,78dadeb625673647,n01843383,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002795,data/raw/tiny-genimage/images/SD15/094_sdv5_00006.png,1,SD15,094_sdv5_00006.png,d589e8077be791b9e19c8a25272a2c6faa1410d5b6a08c63e12f492f2193985a,e4b3d9c60f3c7860,e0cc1e7ee7e767f6,,94,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002796,data/raw/tiny-genimage/images/Real/n01807496_17198.JPEG,0,Real,n01807496_17198.JPEG,38661a5987b601a0e8d0b606737cc591f2121ce4add717ee5d40901a7046643a,9645b1149e2df633,c4c4e661e82c9f8d,n01807496,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002797,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_112_vqdm_00023.png,1,VQDM,VQDM_1000_200_01_112_vqdm_00023.png,172434200f230e01ecb3d286710b1192d2dd49b349e0c77b732ff8a65c63dd6c,e8c07d2fb590da0b,e0e1f0dc67332307,,,No extra filename token parsed.
pilot_002798,data/raw/tiny-genimage/images/Real/n01855672_4724.JPEG,0,Real,n01855672_4724.JPEG,51bafc462bb784befc933e12d22b93e10b94ad5c66a47caf96c08c7191d7a2a6,e1ed98b2a69cc662,9bd28386cfcc92b5,n01855672,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002799,data/raw/tiny-genimage/images/Wukong/185_wukong_image23.png,1,Wukong,185_wukong_image23.png,43b4ac1b80f71a2ba63275ff1667e9f262fb6df52a7060074d5ec340fccf2e4c,9d9263c56a6d169a,cdf8b033f0f2d299,,185,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002800,data/raw/tiny-genimage/images/Real/n01847000_10601.JPEG,0,Real,n01847000_10601.JPEG,7f5f0293b6193192eee2692539ead5fa584ec051bf9ad45b0ba9358340acf028,b16ec6910c64799f,2c4c1e8f1f9a4aac,n01847000,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002801,data/raw/tiny-genimage/images/ADM/190_adm_120.PNG,1,ADM,190_adm_120.PNG,8a971547da95cf75a21cda706e8ded50028e47e4a8b197e7a1c93e7831156b0b,d29e39e0236b6d64,f8bc6cc8cc8889c9,,190,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002802,data/raw/tiny-genimage/images/Real/n01833805_4206.JPEG,0,Real,n01833805_4206.JPEG,8af00553b97f7ff4080c333d6680d0c2b0edb1751bb44fac4e2a74c157740c1c,a3b01b6db679e052,dde9c9e5e6d7c349,n01833805,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002803,data/raw/tiny-genimage/images/BigGAN/107_biggan_00016.png,1,BigGAN,107_biggan_00016.png,bd7458d3b3e610a4e0e6f11bd6ae2dd0f480e21cd1992f6cc7daad9f9c0b3d52,d99b6664cc92b389,80a0983030008080,,107,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002804,data/raw/tiny-genimage/images/Real/n01914609_18553.JPEG,0,Real,n01914609_18553.JPEG,5ac0ac5f1a2b03e87788c77ae13393d429f3de8fcadaab0ebe443433405b559a,c26d0f9238db35c6,71e3c2988cc8c8e0,n01914609,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002805,data/raw/tiny-genimage/images/GLIDE/GLIDE_1000_200_01_103_glide_00049.png,1,GLIDE,GLIDE_1000_200_01_103_glide_00049.png,7526cdb50285f7cad36e33225050da38ac3e63ba6da4cb423f8f26d880d37bff,a9bfd18216be3609,ecf357357357f30a,,,No extra filename token parsed.
pilot_002806,data/raw/tiny-genimage/images/Real/n01883070_18712.JPEG,0,Real,n01883070_18712.JPEG,19e49c241d4ac6d69f3307fa5c401a667190674c4e9a3a5acf371fc85a88d3d7,e4999b666d192699,c888a6e6e6c6e0b0,n01883070,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002807,data/raw/tiny-genimage/images/Midjourney/179_midjourney_29.png,1,Midjourney,179_midjourney_29.png,6451d6005e22fe412164901eb828ddf53a3d8807a5aeacd34cfced3a3f7eaf8f,eb8d959686b8f0d0,6a53130345030385,,179,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002808,data/raw/tiny-genimage/images/Real/n01847000_12094.JPEG,0,Real,n01847000_12094.JPEG,98391d3715eeba3139742da0f473504b1c861e0d950bcf21e857eb1af3feda30,b819274e1eb54b66,9c9a9a98a5d1ae87,n01847000,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002809,data/raw/tiny-genimage/images/SD15/094_sdv5_00198.png,1,SD15,094_sdv5_00198.png,670bfb145c550399fcc7ae05f18b624722262b3e3d23582db52c626239972919,8f9759281a3f26c9,78726d6e33a51319,,94,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002810,data/raw/tiny-genimage/images/Real/n01807496_21.JPEG,0,Real,n01807496_21.JPEG,9d82e981377d45892d364ab60e32c1c6b739d2c5e7243547a7b765535b9ec82f,a671d9c63099dd4a,980e0e8eade665fa,n01807496,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002811,data/raw/tiny-genimage/images/VQDM/VQDM_1000_200_01_112_vqdm_00138.png,1,VQDM,VQDM_1000_200_01_112_vqdm_00138.png,a3a7cef19a9e2a24763c6f5b220cd96fa466b65aadc59365dcbe445fa4e57736,c143362fc03cd9f3,e0c0d8a2ca7226c8,,,No extra filename token parsed.
pilot_002812,data/raw/tiny-genimage/images/Real/n01855672_6520.JPEG,0,Real,n01855672_6520.JPEG,9e82513f39d28eece196c7746e49c9d697ea793dddad2e6225e7c1c58cf91055,c0bb32c49d63bc69,38d80860f2e0c3f9,n01855672,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002813,data/raw/tiny-genimage/images/Wukong/186_wukong_image34.png,1,Wukong,186_wukong_image34.png,9f6fbd18679ba02aa65249b54907b71dac60c8c034f414b46ffe3a695edb6447,b7e4cddb981b9801,25c6cecd6d4a4a0d,,186,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002814,data/raw/tiny-genimage/images/Real/n01847000_12251.JPEG,0,Real,n01847000_12251.JPEG,45908e9621a9ced23f371f2bb903b2f041947d511e814b96b3b1c0a354be7ebb,f03fc7ce18632f02,069c9a98bcc3c298,n01847000,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002815,data/raw/tiny-genimage/images/ADM/190_adm_16.PNG,1,ADM,190_adm_16.PNG,5beec6156e18a7cacfcdf8c47eb434155a52298e757e9d2bce32d92fb1155537,c3be94537226257c,f9f9f6c9c9d2d999,,190,Leading integer parsed from original filename; may be a class index but is not an official source ID.
pilot_002816,data/raw/tiny-genimage/images/Real/n01833805_5174.JPEG,0,Real,n01833805_5174.JPEG,089cbc2fd2fdd3f4f0949096503b36a55490326d181e7212279bce4b31f09e40,d771858d7ca4225b,b2588c0d3879de58,n01833805,,ImageNet-style synset parsed from original filename; not an official dataset field.
pilot_002817,data/raw/tiny-genimage/images/BigGAN/107_biggan_00105.png,1,BigGAN,107_biggan_00105.png,dd7bd5d72ee475b052a598ab9496befa195eb3f0e9aba3829c4325b38932f96d,e4951b9b32644dcb,fcf0e68689f2d3e5,,107,Leading integer parsed from original filename; may be a class index but is not an official source ID.
